"edition","fy_year","sheet","class_code","class_name","procedure_code","procedure_name","points_num","pref_code","pref_name","count"
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"09","栃木県",11608
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"10","群馬県",8573
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"11","埼玉県",23755
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"12","千葉県",22854
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"13","東京都",48217
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"14","神奈川県",37358
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"15","新潟県",5161
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"16","富山県",4093
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"17","石川県",3503
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"18","福井県",4935
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"19","山梨県",6144
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"20","長野県",6076
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"21","岐阜県",7918
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"22","静岡県",16642
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"23","愛知県",28542
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"24","三重県",3471
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"25","滋賀県",10718
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"26","京都府",11916
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"27","大阪府",49118
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"28","兵庫県",37654
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"29","奈良県",9978
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"30","和歌山県",5374
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"31","鳥取県",3421
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"32","島根県",3529
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"33","岡山県",7915
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"34","広島県",12100
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"35","山口県",6776
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"36","徳島県",7831
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"37","香川県",6019
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"38","愛媛県",7417
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"39","高知県",2003
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"40","福岡県",32309
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"41","佐賀県",5106
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"42","長崎県",4890
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"43","熊本県",13662
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"44","大分県",7449
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"45","宮崎県",4605
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"46","鹿児島県",2856
3,2016,"外来","M001","体外照射","180020910","体外照射（高エネルギー放射線治療）（１回目）（非対向２門照射）",1320,"47","沖縄県",5436
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"01","北海道",2818
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"02","青森県",1994
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"03","岩手県",1001
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"04","宮城県",4957
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"05","秋田県",1438
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"06","山形県",6014
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"07","福島県",2920
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"08","茨城県",2450
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"09","栃木県",3340
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"10","群馬県",1457
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"11","埼玉県",8874
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"12","千葉県",9606
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"13","東京都",20643
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"14","神奈川県",8108
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"15","新潟県",2454
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"16","富山県",1548
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"17","石川県",4046
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"18","福井県",353
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"19","山梨県",669
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"20","長野県",5987
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"21","岐阜県",1566
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"22","静岡県",5328
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"23","愛知県",6158
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"24","三重県",1671
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"25","滋賀県",400
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"26","京都府",3056
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"27","大阪府",7359
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"28","兵庫県",3581
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"29","奈良県",773
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"30","和歌山県",504
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"31","鳥取県",1505
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"32","島根県",674
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"33","岡山県",626
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"34","広島県",2818
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"35","山口県",807
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"36","徳島県",480
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"37","香川県",1294
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"38","愛媛県",908
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"39","高知県",446
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"40","福岡県",3559
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"41","佐賀県",610
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"42","長崎県",501
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"43","熊本県",812
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"44","大分県",466
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"45","宮崎県",297
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"46","鹿児島県",522
3,2016,"外来","M001","体外照射","180021010","体外照射（高エネルギー放射線治療）（１回目）（３門照射）",1320,"47","沖縄県",2149
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"01","北海道",20350
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"02","青森県",6506
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"03","岩手県",13923
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"04","宮城県",15500
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"05","秋田県",6371
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"06","山形県",9549
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"07","福島県",19459
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"08","茨城県",29222
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"09","栃木県",16507
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"10","群馬県",14825
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"11","埼玉県",60717
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"12","千葉県",57398
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"13","東京都",168426
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"14","神奈川県",93417
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"15","新潟県",19669
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"16","富山県",10473
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"17","石川県",9252
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"18","福井県",2403
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"19","山梨県",8270
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"20","長野県",18991
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"21","岐阜県",13482
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"22","静岡県",40411
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"23","愛知県",41899
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"24","三重県",8318
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"25","滋賀県",10194
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"26","京都府",18988
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"27","大阪府",76735
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"28","兵庫県",34988
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"29","奈良県",6401
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"30","和歌山県",6804
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"31","鳥取県",3779
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"32","島根県",2737
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"33","岡山県",7613
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"34","広島県",29456
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"35","山口県",7259
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"36","徳島県",4321
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"37","香川県",7490
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"38","愛媛県",4716
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"39","高知県",3873
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"40","福岡県",27885
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"41","佐賀県",2925
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"42","長崎県",6770
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"43","熊本県",7250
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"44","大分県",7635
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"45","宮崎県",4232
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"46","鹿児島県",16245
3,2016,"外来","M001","体外照射","180021110","体外照射（高エネルギー放射線治療）（１回目）（４門以上の照射）",1800,"47","沖縄県",6822
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"01","北海道",1088
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"02","青森県",1169
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"03","岩手県",NA
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"04","宮城県",74
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"05","秋田県",756
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"06","山形県",17
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"07","福島県",NA
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"08","茨城県",235
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"09","栃木県",359
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"10","群馬県",NA
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"11","埼玉県",551
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"12","千葉県",10
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"13","東京都",7384
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"14","神奈川県",1258
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"15","新潟県",1351
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"16","富山県",332
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"17","石川県",NA
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"18","福井県",20
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"19","山梨県",NA
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"20","長野県",2161
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"21","岐阜県",851
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"22","静岡県",1754
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"23","愛知県",7235
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"24","三重県",NA
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"25","滋賀県",NA
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"26","京都府",3427
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"27","大阪府",427
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"28","兵庫県",1031
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"29","奈良県",104
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"30","和歌山県",NA
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"31","鳥取県",NA
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"32","島根県",11
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"33","岡山県",NA
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"34","広島県",100
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"35","山口県",NA
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"36","徳島県",NA
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"37","香川県",449
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"38","愛媛県",932
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"39","高知県",310
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"40","福岡県",1104
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"41","佐賀県",NA
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"42","長崎県",792
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"43","熊本県",301
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"44","大分県",NA
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"45","宮崎県",889
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"46","鹿児島県",NA
3,2016,"外来","M001","体外照射","180021210","体外照射（高エネルギー放射線治療）（１回目）（運動照射）",1800,"47","沖縄県",NA
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"01","北海道",1744
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"02","青森県",1764
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"03","岩手県",25
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"04","宮城県",NA
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"05","秋田県",874
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"06","山形県",866
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"07","福島県",249
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"08","茨城県",3524
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"09","栃木県",1847
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"10","群馬県",NA
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"11","埼玉県",180
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"12","千葉県",1707
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"13","東京都",7177
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"14","神奈川県",4772
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"15","新潟県",937
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"16","富山県",1967
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"17","石川県",1014
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"18","福井県",38
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"19","山梨県",65
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"20","長野県",261
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"21","岐阜県",4231
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"22","静岡県",793
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"23","愛知県",3678
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"24","三重県",1368
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"25","滋賀県",303
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"26","京都府",100
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"27","大阪府",5276
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"28","兵庫県",1956
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"29","奈良県",1744
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"30","和歌山県",368
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"31","鳥取県",182
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"32","島根県",NA
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"33","岡山県",77
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"34","広島県",3719
3,2016,"外来","M001","体外照射","180021310","体外照射（高エネルギー放射線治療）（１回目）（原体照射）",1800,"35","山口県",154
